"","FoxCount","Effort","FoxRR","CatCount","Site","Transect","BlockCode","Easting","Northing","Session","Date","Bait_ThreeMonths","Bait_SixMonths","Bait_TwelveMonths","MeanBaitIntensity_Three","MeanBaitIntensity_Six","MeanBaitIntensity_Twelve","Rain_ThreeMonths","Rain_SixMonths","Rain_TwelveMonths","Prey_Twelve","DistAg","Year","BAIT_REGIME","PHASE","YEAR_GROUPS"
"BA03_S 1",0,7,0,2,"BA03","Balban","BBN",458743,6227134,1,2006-08-24,7.27330207824707,14.4047546386719,29.0597553253174,4.84091979026794,9.60240381240845,19.3794995689392,135.599998474121,183.099998474121,577.899993896484,0.437236005095604,576.800848746104,"2006","Quarterly","BEFORE","2006_2008"
"BA03_S 2",0,2,0,0,"BA03","Balban","BBN",458743,6227134,2,2006-10-10,8.90438652038574,14.2580127716064,30.637035369873,6.52219770431519,9.52022836685181,21.0306468582153,254.699996948242,329.799995422363,541.399993896484,0.442372257069961,576.800848746104,"2006","Quarterly","BEFORE","2006_2008"
"BA03_S 3",0,3,0,0,"BA03","Balban","BBN",458743,6227134,3,2006-12-05,6.98471021652222,14.2580127716064,28.717357635498,4.67930834770203,9.52022836685181,19.1877568626404,98.8000011444092,326.799997329712,465.399995803833,0.453710378473112,576.800848746104,"2006","Quarterly","BEFORE","2006_2008"
"BA03_S 4",0,4,0,0,"BA03","Balban","BBN",458743,6227134,4,2007-01-16,7.37357568740845,16.277961730957,28.7630405426025,4.89707301139832,11.419270362854,19.1787851333618,84.8999996185303,339.599996566772,474.299993515015,0.469228402820873,576.800848746104,"2007","Quarterly","BEFORE","2006_2008"
"BA03_S 5",2,4,0.5,0,"BA03","Balban","BBN",458743,6227134,5,2007-02-28,7.37357568740845,14.3582859039307,28.7630405426025,4.89707301139832,9.57638135910034,19.1787851333618,64.4999980926514,267.599996566772,450.699995040894,0.492217523845193,576.800848746104,"2007","Quarterly","BEFORE","2006_2008"
"BA03_S 6",0,4,0,0,"BA03","Balban","BBN",458743,6227134,6,2007-04-03,7.02212905883789,14.3957052230835,28.6537170410156,4.66680566310883,9.56387895584106,19.0841068649292,33.2000007629395,118.10000038147,447.899995803833,0.514258427797167,576.800848746104,"2007","Quarterly","BEFORE","2006_2008"
"BA03_S 7",0,3,0,0,"BA03","Balban","BBN",458743,6227134,7,2007-06-12,7.02212905883789,14.3957052230835,28.6537170410156,4.66680566310883,9.56387895584106,19.0841068649292,91.1000022888184,141.700000762939,468.499998092651,0.559559352030851,576.800848746104,"2007","Quarterly","BEFORE","2006_2008"
"BA03_S 8",0,4,0,1,"BA03","Balban","BBN",458743,6227134,8,2007-07-10,7.37357568740845,14.3957052230835,30.6736679077148,4.89707301139832,9.56387895584106,20.9831500244141,135.400001525879,168.600002288818,508.199998855591,0.573601485622745,576.800848746104,"2007","Quarterly","BEFORE","2006_2008"
"BA03_S 9",1,6,0.166666666666667,0,"BA03","Balban","BBN",458743,6227134,9,2008-02-27,7.5817813873291,14.7598628997803,29.1555671691895,5.12336401939392,9.96580818176269,19.5296864318848,58.9000015258789,328.000007629395,607.900012969971,0.577266413734038,576.800848746104,"2008","Quarterly","BEFORE","2006_2008"
"BA03_S10",0,4,0,1,"BA03","Balban","BBN",458743,6227134,10,2008-08-19,2.05679631233215,14.7366285324097,24.1086254119873,1.97452445983887,9.95279693603516,16.9014001464844,318.099998474121,438.500001430511,766.500009059906,0.530823915348759,576.800848746104,"2008","Quarterly","BEFORE","2006_2008"
"BA03_S11",4,6,0.666666666666667,0,"BA03","Balban","BBN",458743,6227134,11,2009-03-04,7.71515226364136,15.0621471405029,24.41090965271,5.22547565460205,10.2173591041565,17.1529513168335,47.4999992847443,232.000003099442,688.200004339218,0.506943059881881,576.800848746104,"2009","Quarterly","BEFORE","2009_2010"
"BA03_S13",0,5,0,0,"BA03","Balban","BBN",458743,6227134,13,2010-03-11,7.10364818572998,14.1294116973877,28.8258457183838,4.85560942649841,9.69612436294556,19.6812603378296,7.5,161.200001716614,592.900007247925,0.421438110588459,576.800848746104,"2010","Monthly","AFTER","2009_2010"
"BA03_S14",3,6,0.5,0,"BA03","Balban","BBN",458743,6227134,14,2011-03-15,8.74796676635742,18.6443557739258,33.0426025390625,6.46851239204407,14.0528341674805,23.8671458053589,98.6000030040741,185.500002622604,462.300005674362,0.331798957444294,576.800848746104,"2011","Monthly","AFTER","2011_2013"
"BA03_S15",0,2,0,0,"BA03","Balban","BBN",458743,6227134,15,2011-09-20,11.1527433395386,22.3617382049561,41.0060920715332,8.87026903152466,17.7720389175415,31.8248725128174,307,413.400001525879,598.900004148483,0.318382023473987,576.800848746104,"2011","Monthly","AFTER","2011_2013"
"BA03_S16",2,6,0.333333333333333,1,"BA03","Balban","BBN",458743,6227134,16,2012-03-27,9.59157848358154,20.845817565918,43.2075538635254,7.30393215179443,16.2310390472412,34.0030773925781,64.6000022888184,274.700004577637,688.100006103516,0.357813639003313,576.800848746104,"2012","Monthly","AFTER","2011_2013"
"BA03_S17",1,11,0.0909090909090909,2,"BA03","Balban","BBN",458743,6227134,17,2012-09-06,11.5879316329956,22.6131763458252,43.4589958190918,9.33041650772095,18.0195905685425,34.2506310272217,219.700002670288,286.400003433228,561.100008010864,0.423762329286788,576.800848746104,"2012","Monthly","AFTER","2011_2013"
"BA03_S18",0,5,0,0,"BA03","Balban","BBN",458743,6227134,18,2012-10-04,10.3503551483154,21.9513721466064,42.7971878051758,8.09284006118774,17.3577858734131,33.5888238525391,187.700002670288,378.800004959106,568.000009536743,0.43588460763842,576.800848746104,"2012","Monthly","AFTER","2011_2013"
"BA03_S19",2,6,0.333333333333333,0,"BA03","Balban","BBN",458743,6227134,19,2012-10-16,5.39415502548218,14.8969593048096,35.5137825012207,5.31736797332764,12.6394439697266,28.6325503540039,187.700002670288,378.800004959106,568.000009536743,0.441046709382182,576.800848746104,"2012","Monthly","AFTER","2011_2013"
"BA03_S21",2,6,0.333333333333333,0,"BA03","Balban","BBN",458743,6227134,21,2013-03-14,10.8100242614746,20.9288940429688,43.5420722961426,8.5686505317688,16.4590603637695,34.4786522674561,95.8000016212463,260.900002002716,547.300005435944,0.503780452356647,576.800848746104,"2013","Monthly","AFTER","2011_2013"
"BA04_S 1",1,7,0.142857142857143,3,"BA04","Balban","BBN",458705,6226622,1,2006-08-24,1.9196765422821,3.83935308456421,7.76509141921997,4.84091979026794,9.60240381240845,19.3794995689392,135.599998474121,183.099998474121,577.899993896484,0.437236005095604,344.558484531444,"2006","Quarterly","BEFORE","2006_2008"
"BA04_S 2",0,2,0,0,"BA04","Balban","BBN",458705,6226622,2,2006-10-10,3.83935308456421,3.83935308456421,9.6847677230835,6.52219770431519,9.52022836685181,21.0306468582153,254.699996948242,329.799995422363,541.399993896484,0.442372257069961,344.558484531444,"2006","Quarterly","BEFORE","2006_2008"
"BA04_S 3",0,2,0,0,"BA04","Balban","BBN",458705,6226622,3,2006-12-05,1.9196765422821,3.83935308456421,7.76509141921997,4.67930834770203,9.52022836685181,19.1877568626404,98.8000011444092,326.799997329712,465.399995803833,0.453710378473112,344.558484531444,"2006","Quarterly","BEFORE","2006_2008"
"BA04_S 4",0,4,0,0,"BA04","Balban","BBN",458705,6226622,4,2007-01-16,1.9196765422821,5.75902938842773,7.67870616912842,4.89707301139832,11.419270362854,19.1787851333618,84.8999996185303,339.599996566772,474.299993515015,0.469228402820873,344.558484531444,"2007","Quarterly","BEFORE","2006_2008"
"BA04_S 5",2,4,0.5,0,"BA04","Balban","BBN",458705,6226622,5,2007-02-28,1.9196765422821,3.83935308456421,7.67870616912842,4.89707301139832,9.57638135910034,19.1787851333618,64.4999980926514,267.599996566772,450.699995040894,0.492217523845193,344.558484531444,"2007","Quarterly","BEFORE","2006_2008"
"BA04_S 6",0,4,0,0,"BA04","Balban","BBN",458705,6226622,6,2007-04-03,1.83603346347809,3.75571012496948,7.59506320953369,4.66680566310883,9.56387895584106,19.0841068649292,33.2000007629395,118.10000038147,447.899995803833,0.514258427797167,344.558484531444,"2007","Quarterly","BEFORE","2006_2008"
"BA04_S 7",0,3,0,1,"BA04","Balban","BBN",458705,6226622,7,2007-06-12,1.83603346347809,3.75571012496948,7.59506320953369,4.66680566310883,9.56387895584106,19.0841068649292,91.1000022888184,141.700000762939,468.499998092651,0.559559352030851,344.558484531444,"2007","Quarterly","BEFORE","2006_2008"
"BA04_S 8",0,4,0,0,"BA04","Balban","BBN",458705,6226622,8,2007-07-10,1.9196765422821,3.75571012496948,9.51473999023438,4.89707301139832,9.56387895584106,20.9831500244141,135.400001525879,168.600002288818,508.199998855591,0.573601485622745,344.558484531444,"2007","Quarterly","BEFORE","2006_2008"
"BA04_S 9",0,6,0,0,"BA04","Balban","BBN",458705,6226622,9,2008-02-27,2.1939160823822,4.25071239471436,8.00642204284668,5.12336401939392,9.96580818176269,19.5296864318848,58.9000015258789,328.000007629395,607.900012969971,0.577266413734038,344.558484531444,"2008","Quarterly","BEFORE","2006_2008"
"BA04_S10",0,4,0,0,"BA04","Balban","BBN",458705,6226622,10,2008-08-19,2.05679631233215,4.25071239471436,8.50142478942871,1.97452445983887,9.95279693603516,16.9014001464844,318.099998474121,438.500001430511,766.500009059906,0.530823915348759,344.558484531444,"2008","Quarterly","BEFORE","2006_2008"
"BA04_S11",5,6,0.833333333333333,1,"BA04","Balban","BBN",458705,6226622,11,2009-03-04,2.26247596740723,4.45639181137085,8.70710468292236,5.22547565460205,10.2173591041565,17.1529513168335,47.4999992847443,232.000003099442,688.200004339218,0.506943059881881,344.558484531444,"2009","Quarterly","BEFORE","2009_2010"
"BA04_S13",2,6,0.333333333333333,0,"BA04","Balban","BBN",458705,6226622,13,2010-03-11,2.1939160823822,4.45913457870483,8.84696674346924,4.85560942649841,9.69612436294556,19.6812603378296,7.5,161.200001716614,592.900007247925,0.421438110588459,344.558484531444,"2010","Monthly","AFTER","2009_2010"
"BA04_S14",1,6,0.166666666666667,0,"BA04","Balban","BBN",458705,6226622,14,2011-03-15,3.79176640510559,8.63290405273438,13.0111379623413,6.46851239204407,14.0528341674805,23.8671458053589,98.6000030040741,185.500002622604,462.300005674362,0.331798957444294,344.558484531444,"2011","Monthly","AFTER","2011_2013"
"BA04_S15",0,2,0,0,"BA04","Balban","BBN",458705,6226622,15,2011-09-20,6.16474866867065,12.3294973373413,20.96240234375,8.87026903152466,17.7720389175415,31.8248725128174,307,413.400001525879,598.900004148483,0.318382023473987,344.558484531444,"2011","Monthly","AFTER","2011_2013"
"BA04_S16",2,6,0.333333333333333,1,"BA04","Balban","BBN",458705,6226622,16,2012-03-27,4.56689834594727,10.7316474914551,23.0611457824707,7.30393215179443,16.2310390472412,34.0030773925781,64.6000022888184,274.700004577637,688.100006103516,0.357813639003313,344.558484531444,"2012","Monthly","AFTER","2011_2013"
"BA04_S17",0,11,0,2,"BA04","Balban","BBN",458705,6226622,17,2012-09-06,6.63173151016235,12.5222406387329,23.2538890838623,9.33041650772095,18.0195905685425,34.2506310272217,219.700002670288,286.400003433228,561.100008010864,0.423762329286788,344.558484531444,"2012","Monthly","AFTER","2011_2013"
"BA04_S18",1,5,0.2,0,"BA04","Balban","BBN",458705,6226622,18,2012-10-04,5.39415502548218,11.8604354858398,22.5920829772949,8.09284006118774,17.3577858734131,33.5888238525391,187.700002670288,378.800004959106,568.000009536743,0.43588460763842,344.558484531444,"2012","Monthly","AFTER","2011_2013"
"BA04_S19",0,6,0,0,"BA04","Balban","BBN",458705,6226622,19,2012-10-16,5.39415502548218,9.94075870513916,20.3981666564941,5.31736797332764,12.6394439697266,28.6325503540039,187.700002670288,378.800004959106,568.000009536743,0.441046709382182,344.558484531444,"2012","Monthly","AFTER","2011_2013"
"BA04_S21",1,6,0.166666666666667,0,"BA04","Balban","BBN",458705,6226622,21,2013-03-14,5.89050912857056,11.119213104248,23.6414546966553,8.5686505317688,16.4590603637695,34.4786522674561,95.8000016212463,260.900002002716,547.300005435944,0.503780452356647,344.558484531444,"2013","Monthly","AFTER","2011_2013"
"BA05_S 1",0,6,0,1,"BA05","Balban","BBN",458598,6226131,1,2006-08-24,1.9196765422821,3.83935308456421,7.76509141921997,4.84091979026794,9.60240381240845,19.3794995689392,135.599998474121,183.099998474121,577.899993896484,0.437236005095604,267.101721292949,"2006","Quarterly","BEFORE","2006_2008"
"BA05_S 2",0,2,0,1,"BA05","Balban","BBN",458598,6226131,2,2006-10-10,3.83935308456421,3.83935308456421,9.6847677230835,6.52219770431519,9.52022836685181,21.0306468582153,254.699996948242,329.799995422363,541.399993896484,0.442372257069961,267.101721292949,"2006","Quarterly","BEFORE","2006_2008"
"BA05_S 3",0,3,0,0,"BA05","Balban","BBN",458598,6226131,3,2006-12-05,1.9196765422821,3.83935308456421,7.76509141921997,4.67930834770203,9.52022836685181,19.1877568626404,98.8000011444092,326.799997329712,465.399995803833,0.453710378473112,267.101721292949,"2006","Quarterly","BEFORE","2006_2008"
"BA05_S 4",0,4,0,0,"BA05","Balban","BBN",458598,6226131,4,2007-01-16,1.9196765422821,5.75902938842773,7.67870616912842,4.89707301139832,11.419270362854,19.1787851333618,84.8999996185303,339.599996566772,474.299993515015,0.469228402820873,267.101721292949,"2007","Quarterly","BEFORE","2006_2008"
"BA05_S 5",0,4,0,0,"BA05","Balban","BBN",458598,6226131,5,2007-02-28,1.9196765422821,3.83935308456421,7.67870616912842,4.89707301139832,9.57638135910034,19.1787851333618,64.4999980926514,267.599996566772,450.699995040894,0.492217523845193,267.101721292949,"2007","Quarterly","BEFORE","2006_2008"
"BA05_S 6",0,4,0,0,"BA05","Balban","BBN",458598,6226131,6,2007-04-03,1.83603346347809,3.75571012496948,7.59506320953369,4.66680566310883,9.56387895584106,19.0841068649292,33.2000007629395,118.10000038147,447.899995803833,0.514258427797167,267.101721292949,"2007","Quarterly","BEFORE","2006_2008"
"BA05_S 7",0,3,0,1,"BA05","Balban","BBN",458598,6226131,7,2007-06-12,1.83603346347809,3.75571012496948,7.59506320953369,4.66680566310883,9.56387895584106,19.0841068649292,91.1000022888184,141.700000762939,468.499998092651,0.559559352030851,267.101721292949,"2007","Quarterly","BEFORE","2006_2008"
"BA05_S 8",0,4,0,1,"BA05","Balban","BBN",458598,6226131,8,2007-07-10,1.9196765422821,3.75571012496948,9.51473999023438,4.89707301139832,9.56387895584106,20.9831500244141,135.400001525879,168.600002288818,508.199998855591,0.573601485622745,267.101721292949,"2007","Quarterly","BEFORE","2006_2008"
"BA05_S 9",0,5,0,0,"BA05","Balban","BBN",458598,6226131,9,2008-02-27,2.1939160823822,4.25071239471436,8.00642204284668,5.12336401939392,9.96580818176269,19.5296864318848,58.9000015258789,328.000007629395,607.900012969971,0.577266413734038,267.101721292949,"2008","Quarterly","BEFORE","2006_2008"
"BA05_S10",0,4,0,0,"BA05","Balban","BBN",458598,6226131,10,2008-08-19,2.05679631233215,4.25071239471436,8.50142478942871,1.97452445983887,9.95279693603516,16.9014001464844,318.099998474121,438.500001430511,766.500009059906,0.530823915348759,267.101721292949,"2008","Quarterly","BEFORE","2006_2008"
"BA05_S11",5,6,0.833333333333333,0,"BA05","Balban","BBN",458598,6226131,11,2009-03-04,2.26247596740723,4.45639181137085,8.70710468292236,5.22547565460205,10.2173591041565,17.1529513168335,47.4999992847443,232.000003099442,688.200004339218,0.506943059881881,267.101721292949,"2009","Quarterly","BEFORE","2009_2010"
"BA05_S13",1,6,0.166666666666667,0,"BA05","Balban","BBN",458598,6226131,13,2010-03-11,2.1939160823822,4.45913457870483,8.84696674346924,4.85560942649841,9.69612436294556,19.6812603378296,7.5,161.200001716614,592.900007247925,0.421438110588459,267.101721292949,"2010","Monthly","AFTER","2009_2010"
